winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
white,C50,Italian Game: Giuoco Pianissimo,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,blitz,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,beginner,beginner
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,advanced,advanced
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
draw,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,rapid,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,rapid,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,classical,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,advanced,advanced
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,rapid,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,classical,advanced,advanced
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,beginner,beginner
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
draw,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
draw,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,beginner,beginner
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,advanced,advanced
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,beginner,beginner
white,C50,Italian Game: Giuoco Pianissimo |  Normal,blitz,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
black,C50,Italian Game: Giuoco Pianissimo |  Normal,bullet,intermediate,intermediate
white,C54,Italian Game: Giuoco Piano |  Aitken Variation,bullet,intermediate,intermediate
white,C54,Italian Game: Giuoco Piano |  Aitken Variation,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Aitken Variation,blitz,advanced,advanced
white,C54,Italian Game: Giuoco Piano |  Bernstein Variation,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Bernstein Variation,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,blitz,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,blitz,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,blitz,intermediate,intermediate
white,C54,Italian Game: Giuoco Piano |  Greco's Attack,blitz,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,bullet,intermediate,intermediate
black,C54,Italian Game: Giuoco Piano |  Greco's Attack,blitz,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
draw,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,bullet,advanced,advanced
white,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,rapid,beginner,beginner
white,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,blitz,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,rapid,intermediate,intermediate
black,C50,Italian Game: Hungarian Defense,bullet,intermediate,intermediate
white,C50,Italian Game: Hungarian Defense,rapid,advanced,advanced
white,C50,Italian Game: Hungarian Defense,rapid,advanced,advanced
black,C50,Italian Game: Hungarian Defense,blitz,intermediate,intermediate
black,C51,Italian Game: Jerome Gambit,bullet,intermediate,intermediate
white,C51,Italian Game: Jerome Gambit,bullet,intermediate,intermediate
black,C50,Italian Game: Rosentreter Gambit,bullet,intermediate,intermediate
white,C50,Italian Game: Rosentreter Gambit,bullet,intermediate,intermediate
white,C50,Italian Game: Rousseau Gambit,blitz,intermediate,intermediate
white,C50,Italian Game: Rousseau Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Rousseau Gambit,bullet,beginner,beginner
white,C50,Italian Game: Rousseau Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Rousseau Gambit,blitz,beginner,beginner
white,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
white,C50,Italian Game: Schilling-Kostic Gambit,rapid,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
white,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
black,C50,Italian Game: Schilling-Kostic Gambit,blitz,intermediate,intermediate
white,C50,Italian Game: Schilling-Kostic Gambit,bullet,intermediate,intermediate
